	CAR1_ita_i	CAR2_ita_i	CAR3_ita_i	CAR4_ita_i	CD1_ita_i	CD2_ita_i	CD3_ita_i	CD4_ita_i	CS1_ita_i	CS2_ita_i	CS3_ita_i	CS4_ita_i	DD1_ita_i	DD2_ita_i	DD3_ita_i	DD4_ita_i	DS1_ita_i	DS2_ita_i	DS3_ita_i	DS4_ita_i	CAR1_ita_n	CAR2_ita_n	CAR3_ita_n	CAR4_ita_n	CD1_ita_n	CD2_ita_n	CD3_ita_n	CD4_ita_n	CS1_ita_n	CS2_ita_n	CS3_ita_n	CS4_ita_n	DD1_ita_n	DD2_ita_n	DD3_ita_n	DD4_ita_n	DS1_ita_n	DS2_ita_n	DS3_ita_n	DS4_ita_n	CD1_spa_i	CD2_spa_i	CD3_spa_i	CD4_spa_i	CS1_spa_i	CS2_spa_i	CS3_spa_i	CS4_spa_i	DD1_spa_i	DD2_spa_i	DD3_spa_i	DD4_spa_i	DS1_spa_i	DS2_spa_i	DS3_spa_i	DS4_spa_i	CD1_spa_n	CD2_spa_n	CD3_spa_n	CD4_spa_n	CS1_spa_n	CS2_spa_n	CS3_spa_n	CS4_spa_n	DD1_spa_n	DD2_spa_n	DD3_spa_n	DD4_spa_n
Loigolactobacillus	194.0	26.0	84.0	19.0	33.0	40.0	58.0	51.0	40.0	76.0	235.0	57.0	120.0	255.0	329.0	338.0	134.0	186.0	286.0	196.0	2.0	0	0	0	0	0	0	0	0	7.0	14.0	0	0	0	1.0	3.0	2.0	0	2.0	1.0	16.0	26.0	43.0	61.0	15.0	11.0	21.0	42.0	68.0	60.0	43.0	99.0	11.0	4.0	45.0	40.0	0	0	1.0	0	0	0	1.0	0	0	2.0	2.0	2.0
Lapidilactobacillus	140.0	12.0	45.0	2.0	10.0	7.0	12.0	11.0	35.0	25.0	52.0	9.0	97.0	222.0	94.0	117.0	60.0	50.0	100.0	85.0	5.0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	3.0	6.0	10.0	9.0	45.0	1.0	6.0	14.0	15.0	33.0	14.0	14.0	13.0	10.0	1.0	7.0	14.0	0	1.0	1.0	0	0	0	0	1.0	0	0	1.0	0
Oenococcus	105.0	30.0	32.0	3.0	18.0	25.0	61.0	18.0	18.0	5.0	80.0	16.0	54.0	153.0	78.0	126.0	60.0	76.0	129.0	112.0	1.0	0	0	0	0	0	0	0	1.0	4.0	1.0	0	0	0	1.0	1.0	1.0	2.0	3.0	1.0	9.0	14.0	41.0	25.0	1.0	5.0	6.0	10.0	27.0	42.0	32.0	43.0	9.0	4.0	22.0	10.0	1.0	0	0	0	0	0	0	0	0	3.0	0	2.0
Schleiferilactobacillus	99.0	11.0	9.0	9.0	40.0	47.0	103.0	23.0	48.0	217.0	212.0	305.0	71.0	178.0	74.0	66.0	51.0	93.0	112.0	137.0	0	0	0	0	0	0	0	0	0	8.0	5.0	1.0	0	0	1.0	0	0	1.0	2.0	1.0	2.0	8.0	18.0	14.0	4.0	3.0	8.0	6.0	32.0	30.0	19.0	46.0	6.0	4.0	11.0	12.0	0	0	0	0	0	2.0	0	0	0	0	0	0
Amylolactobacillus	71.0	9.0	60.0	4.0	14.0	12.0	12.0	6.0	24.0	10.0	32.0	2.0	55.0	89.0	45.0	100.0	21.0	44.0	70.0	85.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	13.0	15.0	19.0	37.0	1.0	3.0	8.0	8.0	34.0	31.0	8.0	37.0	5.0	1.0	14.0	9.0	0	0	0	0	0	0	0	0	0	1.0	0	0
Secundilactobacillus	59.0	15.0	17.0	4.0	36.0	36.0	50.0	28.0	13.0	24.0	86.0	19.0	50.0	113.0	95.0	86.0	41.0	54.0	106.0	71.0	0	0	0	0	0	0	0	0	0	4.0	7.0	0	0	0	4.0	0	0	0	0	0	16.0	40.0	19.0	18.0	0	4.0	1.0	6.0	33.0	65.0	68.0	142.0	33.0	38.0	139.0	37.0	0	0	0	0	0	0	0	0	0	2.0	2.0	3.0
Furfurilactobacillus	58.0	12.0	7.0	10.0	10.0	18.0	23.0	10.0	11.0	49.0	918.0	61.0	40.0	78.0	58.0	106.0	33.0	56.0	94.0	74.0	2.0	0	0	0	0	0	0	0	0	2.0	28.0	0	0	0	0	0	0	0	0	0	3.0	6.0	11.0	13.0	3.0	4.0	2.0	5.0	16.0	22.0	7.0	14.0	4.0	0	3.0	5.0	0	0	0	0	1.0	0	0	0	1.0	0	0	0
Periweissella	49.0	6.0	18.0	6.0	27.0	16.0	18.0	2.0	7.0	5.0	39.0	8.0	43.0	99.0	77.0	80.0	48.0	42.0	52.0	46.0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	1.0	1.0	1.0	0	2.0	1.0	4.0	3.0	7.0	4.0	2.0	1.0	4.0	16.0	18.0	13.0	29.0	3.0	1.0	10.0	3.0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0
Nicoliella	34.0	5.0	8.0	6.0	7.0	10.0	9.0	5.0	8.0	11.0	20.0	6.0	9.0	52.0	26.0	49.0	28.0	21.0	35.0	25.0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	1.0	0	0	0	2.0	0	1.0	4.0	4.0	15.0	1.0	0	4.0	5.0	15.0	22.0	8.0	10.0	10.0	1.0	3.0	4.0	0	0	0	0	0	0	0	2.0	0	0	0	1.0
Fructobacillus	30.0	3.0	12.0	2.0	0	5.0	2.0	1.0	9.0	4.0	25.0	5.0	10.0	47.0	14.0	28.0	10.0	15.0	26.0	31.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	3.0	12.0	12.0	4.0	2.0	6.0	4.0	8.0	2.0	2.0	14.0	1.0	0	4.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0
Acetilactobacillus	22.0	3.0	7.0	4.0	4.0	12.0	13.0	10.0	2.0	8.0	28.0	16.0	16.0	21.0	22.0	45.0	5.0	17.0	22.0	29.0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	1.0	1.0	1.0	3.0	4.0	5.0	2.0	0	1.0	0	13.0	6.0	4.0	6.0	5.0	0	4.0	1.0	0	1.0	0	0	0	0	0	0	1.0	0	0	0
Enterococcus	24320.0	3058.0	1767.0	1460.0	2779.0	5038.0	1399.0	1188.0	2757.0	2795.0	3657.0	2143.0	13389.0	31317.0	17065.0	31189.0	7030.0	13830.0	16500.0	16708.0	338.0	4.0	2.0	0	22.0	1.0	7.0	6.0	37.0	95.0	69.0	12.0	41.0	21.0	146.0	117.0	94.0	60.0	108.0	93.0	929.0	3350.0	2209.0	3703.0	496.0	460.0	842.0	695.0	8334.0	7863.0	155645.0	17410.0	1308.0	202.0	1817.0	1704.0	35.0	41.0	79.0	61.0	8.0	18.0	33.0	7.0	65.0	135.0	431.0	233.0
Vagococcus	8838.0	1071.0	1163.0	526.0	1760.0	2353.0	759.0	653.0	1631.0	1110.0	1227.0	709.0	4666.0	17606.0	16011.0	11802.0	4598.0	10160.0	13449.0	5881.0	118.0	4.0	0	0	6.0	1.0	5.0	5.0	20.0	35.0	13.0	5.0	7.0	8.0	97.0	25.0	40.0	23.0	53.0	19.0	383.0	670.0	1445.0	8389.0	164.0	329.0	351.0	630.0	2696.0	2565.0	9839.0	7400.0	569.0	65.0	883.0	584.0	6.0	12.0	27.0	60.0	1.0	3.0	8.0	6.0	15.0	34.0	69.0	73.0
Tetragenococcus	1158.0	76.0	134.0	26.0	74.0	122.0	50.0	34.0	99.0	90.0	228.0	55.0	601.0	1373.0	741.0	1109.0	464.0	612.0	945.0	753.0	19.0	0	0	0	0	0	0	0	1.0	2.0	4.0	0	1.0	1.0	7.0	3.0	4.0	2.0	4.0	1.0	25.0	47.0	131.0	206.0	10.0	8.0	29.0	18.0	241.0	164.0	148.0	232.0	53.0	11.0	73.0	67.0	0	0	3.0	2.0	0	1.0	2.0	2.0	1.0	5.0	2.0	1.0
Melissococcus	186.0	9.0	22.0	7.0	18.0	38.0	62.0	6.0	26.0	17.0	40.0	28.0	74.0	220.0	125.0	297.0	64.0	89.0	148.0	127.0	3.0	0	0	0	0	0	1.0	0	0	0	1.0	0	1.0	0	2.0	1.0	0	0	2.0	2.0	3.0	11.0	26.0	29.0	3.0	3.0	8.0	11.0	46.0	37.0	20.0	39.0	4.0	1.0	17.0	8.0	0	0	0	1.0	0	0	0	0	0	0	0	0
Aerococcus	6055.0	2224.0	4146.0	1259.0	276.0	453.0	219.0	173.0	3458.0	3007.0	1076.0	321.0	2981.0	11185.0	4550.0	3489.0	3665.0	48947.0	26574.0	3018.0	40.0	13.0	2.0	0	2.0	0	6.0	2.0	28.0	62.0	12.0	4.0	5.0	7.0	24.0	10.0	20.0	110.0	86.0	11.0	235.0	570.0	3295.0	19463.0	338.0	141.0	308.0	472.0	10546.0	1525.0	7642.0	4771.0	1851.0	58.0	923.0	2310.0	8.0	6.0	38.0	132.0	1.0	5.0	7.0	6.0	52.0	23.0	47.0	40.0
Ruoffia	4437.0	1848.0	1775.0	246.0	92.0	261.0	36.0	82.0	1713.0	2259.0	319.0	145.0	2228.0	8288.0	3089.0	2669.0	1732.0	2118.0	2467.0	2141.0	28.0	4.0	0	0	0	0	1.0	0	6.0	54.0	11.0	1.0	3.0	1.0	20.0	3.0	10.0	15.0	16.0	4.0	101.0	489.0	4310.0	5965.0	61.0	50.0	105.0	169.0	17226.0	2531.0	1992.0	6598.0	1218.0	37.0	331.0	3192.0	6.0	14.0	37.0	75.0	0	1.0	2.0	3.0	48.0	17.0	14.0	34.0
Globicatella	4107.0	1278.0	1313.0	378.0	60.0	220.0	40.0	55.0	386.0	794.0	412.0	149.0	2325.0	8209.0	3913.0	5803.0	2383.0	1674.0	4161.0	3024.0	70.0	3.0	0	0	0	0	0	0	2.0	27.0	10.0	0	6.0	7.0	30.0	29.0	41.0	5.0	37.0	23.0	309.0	135.0	558.0	813.0	16.0	39.0	81.0	54.0	1082.0	326.0	449.0	715.0	198.0	12.0	220.0	357.0	3.0	1.0	1.0	7.0	1.0	1.0	0	1.0	3.0	5.0	3.0	5.0
Fundicoccus	1074.0	111.0	193.0	51.0	54.0	91.0	52.0	22.0	116.0	79.0	100.0	40.0	560.0	1311.0	607.0	1135.0	519.0	462.0	1123.0	924.0	11.0	0	0	0	0	0	0	0	1.0	2.0	3.0	0	1.0	0	3.0	1.0	7.0	4.0	5.0	4.0	37.0	89.0	548.0	860.0	9.0	22.0	36.0	51.0	250.0	82.0	131.0	206.0	36.0	4.0	85.0	91.0	1.0	3.0	6.0	7.0	0	2.0	0	0	1.0	5.0	2.0	3.0
Suicoccus	639.0	3516.0	18073.0	294.0	168.0	2985.0	125.0	33.0	9445.0	6265.0	2923.0	680.0	290.0	773.0	432.0	802.0	318.0	294.0	538.0	577.0	12.0	3.0	6.0	0	0	0	1.0	0	61.0	128.0	23.0	2.0	0	1.0	2.0	3.0	3.0	2.0	3.0	2.0	3377.0	1465.0	2214.0	11179.0	1068.0	1268.0	3134.0	2311.0	1921.0	569.0	1450.0	1144.0	1414.0	311.0	1182.0	1546.0	29.0	9.0	14.0	62.0	3.0	10.0	21.0	8.0	6.0	5.0	9.0	10.0
Facklamia	327.0	57.0	251.0	40.0	9.0	28.0	11.0	6.0	110.0	51.0	83.0	26.0	202.0	483.0	214.0	418.0	170.0	130.0	356.0	280.0	2.0	0	0	0	0	0	0	0	1.0	2.0	1.0	0	0	1.0	4.0	0	2.0	1.0	0	0	20.0	41.0	186.0	275.0	8.0	34.0	30.0	43.0	69.0	30.0	31.0	55.0	17.0	3.0	42.0	33.0	1.0	0	1.0	4.0	0	1.0	0	1.0	2.0	0	0	2.0
Abiotrophia	260.0	40.0	52.0	17.0	5.0	21.0	35.0	16.0	27.0	31.0	156.0	33.0	154.0	354.0	163.0	347.0	115.0	137.0	262.0	239.0	1.0	0	0	0	0	0	0	0	0	3.0	1.0	0	0	0	0	0	1.0	0	1.0	0	9.0	28.0	91.0	84.0	6.0	13.0	10.0	18.0	38.0	28.0	26.0	44.0	11.0	1.0	17.0	17.0	0	0	0	1.0	0	0	0	0	0	1.0	0	0
Ignavigranum	226.0	33.0	84.0	17.0	32.0	21.0	8.0	11.0	64.0	19.0	61.0	17.0	128.0	245.0	207.0	341.0	228.0	128.0	291.0	218.0	2.0	0	0	0	0	0	0	0	0	1.0	0	0	3.0	0	1.0	0	8.0	0	2.0	0	6.0	22.0	90.0	141.0	2.0	14.0	17.0	14.0	38.0	19.0	26.0	47.0	16.0	0	31.0	27.0	0	0	2.0	0	0	0	0	0	0	1.0	0	1.0
Kurthia	67804.0	172470.0	31710.0	70188.0	325.0	417.0	522.0	109.0	1013.0	3094.0	1170.0	1248.0	23047.0	22329.0	71877.0	257326.0	53509.0	182948.0	141797.0	240965.0	352.0	334.0	6.0	2.0	5.0	1.0	5.0	2.0	10.0	79.0	16.0	8.0	43.0	8.0	340.0	480.0	275.0	379.0	386.0	514.0	3882.0	21224.0	292.0	1143.0	37.0	10.0	39.0	66.0	523.0	2135.0	5614.0	3139.0	1740.0	133.0	13400.0	1983.0	191.0	175.0	3.0	19.0	1.0	1.0	1.0	3.0	6.0	35.0	49.0	44.0
Solibacillus	14885.0	8200.0	1368.0	4239.0	222.0	383.0	204.0	62.0	181.0	486.0	323.0	155.0	5833.0	6538.0	15833.0	69886.0	20363.0	41139.0	56809.0	83741.0	140.0	20.0	0	0	3.0	1.0	6.0	1.0	4.0	21.0	7.0	1.0	18.0	2.0	121.0	214.0	182.0	128.0	270.0	290.0	50.0	226.0	167.0	591.0	17.0	20.0	28.0	36.0	7133.0	988.0	2464.0	2222.0	265.0	21.0	2021.0	213.0	0	1.0	4.0	2.0	1.0	0	1.0	2.0	42.0	11.0	23.0	28.0
Sporosarcina	3081.0	806.0	277.0	360.0	644.0	432.0	474.0	511.0	188.0	322.0	804.0	314.0	1591.0	2954.0	4025.0	7495.0	3023.0	3595.0	12387.0	6225.0	61.0	2.0	1.0	0	6.0	0	1.0	2.0	1.0	30.0	27.0	1.0	6.0	2.0	47.0	23.0	21.0	15.0	61.0	25.0	112.0	389.0	297.0	1462.0	33.0	35.0	85.0	102.0	550.0	481.0	531.0	677.0	192.0	63.0	833.0	163.0	3.0	5.0	7.0	18.0	1.0	1.0	2.0	1.0	5.0	20.0	6.0	9.0
Metasolibacillus	2755.0	1656.0	234.0	626.0	63.0	90.0	45.0	17.0	38.0	79.0	54.0	24.0	1034.0	1062.0	2716.0	11756.0	3880.0	4449.0	6613.0	8258.0	35.0	11.0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.0	0	22.0	49.0	52.0	20.0	35.0	23.0	21.0	97.0	26.0	184.0	5.0	5.0	3.0	11.0	90.0	74.0	452.0	237.0	162.0	8.0	1531.0	120.0	1.0	1.0	1.0	0	0	0	0	0	2.0	3.0	6.0	3.0
Planococcus	2314.0	433.0	195.0	154.0	1072.0	839.0	637.0	234.0	678.0	3379.0	1597.0	2306.0	1370.0	2956.0	2322.0	3986.0	1646.0	2011.0	4903.0	3256.0	38.0	0	0	0	4.0	0	10.0	1.0	5.0	91.0	30.0	6.0	6.0	2.0	25.0	6.0	16.0	6.0	28.0	4.0	293.0	1169.0	265.0	554.0	125.0	141.0	161.0	150.0	1236.0	856.0	2286.0	753.0	345.0	96.0	1773.0	464.0	4.0	10.0	7.0	10.0	1.0	8.0	6.0	5.0	10.0	11.0	12.0	16.0
Ureibacillus	1590.0	2017.0	466.0	866.0	135.0	323.0	179.0	158.0	74.0	116.0	216.0	109.0	717.0	983.0	1909.0	5425.0	1545.0	3055.0	3754.0	4889.0	10.0	1.0	0	0	2.0	0	1.0	2.0	0	2.0	1.0	1.0	2.0	0	7.0	8.0	8.0	4.0	8.0	15.0	474.0	1442.0	113.0	271.0	7.0	40.0	33.0	44.0	699.0	1423.0	4770.0	13361.0	9262.0	3079.0	43803.0	2713.0	6.0	19.0	3.0	6.0	0	2.0	1.0	0	3.0	20.0	56.0	216.0
Paenisporosarcina	466.0	104.0	50.0	59.0	164.0	72.0	85.0	34.0	39.0	48.0	85.0	46.0	220.0	446.0	769.0	1258.0	496.0	610.0	1684.0	1149.0	6.0	1.0	0	0	0	0	2.0	0	0	1.0	2.0	0	1.0	0	5.0	1.0	7.0	0	7.0	3.0	15.0	31.0	38.0	178.0	9.0	5.0	7.0	17.0	92.0	70.0	154.0	187.0	38.0	28.0	194.0	44.0	0	2.0	0	2.0	0	0	1.0	0	0	4.0	0	2.0
Viridibacillus	331.0	89.0	29.0	34.0	27.0	31.0	26.0	6.0	12.0	28.0	54.0	15.0	132.0	295.0	491.0	927.0	458.0	442.0	1093.0	746.0	4.0	0	0	0	0	0	1.0	0	0	0	3.0	0	0	0	4.0	1.0	3.0	2.0	2.0	1.0	8.0	10.0	36.0	85.0	1.0	2.0	3.0	11.0	44.0	57.0	80.0	106.0	32.0	0	94.0	28.0	0	0	1.0	0	0	0	1.0	1.0	0	3.0	0	1.0
Rummeliibacillus	239.0	91.0	34.0	51.0	36.0	38.0	51.0	13.0	9.0	21.0	49.0	22.0	104.0	190.0	343.0	704.0	252.0	356.0	674.0	645.0	0	0	0	0	0	0	1.0	0	0	1.0	1.0	0	0	0	3.0	0	0	1.0	2.0	1.0	1.0	7.0	24.0	57.0	3.0	4.0	8.0	7.0	51.0	36.0	58.0	74.0	15.0	5.0	71.0	18.0	0	2.0	0	1.0	0	0	0	0	1.0	1.0	0	1.0
Chryseomicrobium	158.0	47.0	21.0	27.0	3291.0	662.0	269.0	56.0	159.0	441.0	98.0	93.0	82.0	175.0	226.0	411.0	323.0	276.0	627.0	337.0	2.0	0	0	0	27.0	0	1.0	0	4.0	29.0	4.0	1.0	0	0	1.0	2.0	8.0	1.0	1.0	0	40.0	156.0	9.0	49.0	2.0	3.0	5.0	7.0	35.0	57.0	113.0	34.0	36.0	5.0	40.0	21.0	3.0	4.0	0	0	2.0	0	0	0	0	3.0	2.0	0
Lysinibacillus	16872.0	8654.0	1883.0	3898.0	1028.0	1243.0	946.0	363.0	472.0	788.0	1187.0	435.0	7008.0	10992.0	24005.0	71642.0	22955.0	35846.0	65587.0	70284.0	273.0	33.0	0	1.0	9.0	0	11.0	6.0	13.0	41.0	39.0	4.0	35.0	3.0	275.0	331.0	366.0	167.0	556.0	347.0	337.0	1502.0	783.0	3244.0	75.0	85.0	171.0	191.0	1518.0	1336.0	8819.0	7092.0	934.0	148.0	5847.0	1005.0	9.0	6.0	8.0	63.0	3.0	2.0	5.0	4.0	12.0	35.0	60.0	79.0
Bacillus	12599.0	2951.0	1297.0	1331.0	2681.0	2748.0	3056.0	1341.0	1298.0	1709.0	4458.0	1263.0	6655.0	13086.0	13649.0	22453.0	9031.0	12221.0	21457.0	18440.0	266.0	4.0	4.0	1.0	31.0	0	30.0	12.0	23.0	122.0	139.0	11.0	39.0	14.0	200.0	119.0	161.0	91.0	187.0	96.0	1241.0	5036.0	1525.0	2606.0	249.0	265.0	565.0	595.0	3656.0	4505.0	6259.0	13453.0	2945.0	2257.0	12047.0	2419.0	30.0	59.0	42.0	47.0	8.0	10.0	31.0	20.0	51.0	141.0	138.0	322.0
Anoxybacillus	8447.0	2172.0	551.0	540.0	5818.0	93363.0	240.0	66513.0	1668.0	4894.0	5039.0	2429.0	4674.0	7109.0	13337.0	8680.0	1668.0	5810.0	5061.0	4269.0	33.0	6.0	0	0	9.0	12.0	1.0	137.0	22.0	133.0	58.0	15.0	3.0	5.0	47.0	20.0	14.0	5.0	13.0	8.0	184148.0	490411.0	19496.0	39398.0	978.0	6649.0	1834.0	1500.0	436374.0	584316.0	1925628.0	4425365.0	800899.0	1108070.0	5321993.0	799296.0	1874.0	4127.0	475.0	692.0	17.0	122.0	119.0	73.0	2011.0	6407.0	19526.0	59534.0
Neobacillus	3312.0	485.0	257.0	191.0	582.0	546.0	758.0	233.0	257.0	351.0	1021.0	268.0	1754.0	3565.0	3269.0	4367.0	2121.0	2288.0	4608.0	3527.0	59.0	2.0	1.0	0	6.0	0	3.0	3.0	5.0	21.0	21.0	2.0	5.0	1.0	39.0	10.0	26.0	12.0	25.0	17.0	215.0	517.0	331.0	507.0	41.0	63.0	150.0	129.0	770.0	889.0	1133.0	1764.0	1032.0	319.0	1913.0	382.0	0	5.0	9.0	6.0	1.0	3.0	4.0	3.0	9.0	31.0	28.0	47.0
Virgibacillus	1922.0	261.0	176.0	97.0	350.0	259.0	474.0	92.0	155.0	196.0	518.0	120.0	908.0	2155.0	1829.0	2432.0	1069.0	1048.0	2425.0	1645.0	26.0	0	0	0	3.0	0	3.0	0	3.0	7.0	20.0	0	2.0	1.0	27.0	4.0	22.0	6.0	18.0	5.0	55.0	110.0	198.0	358.0	39.0	31.0	52.0	80.0	377.0	435.0	334.0	730.0	166.0	60.0	374.0	121.0	3.0	5.0	3.0	8.0	0	0	2.0	3.0	12.0	19.0	10.0	9.0
Priestia	1892.0	522.0	226.0	259.0	358.0	346.0	398.0	140.0	165.0	230.0	628.0	227.0	942.0	2050.0	2524.0	4391.0	1631.0	2344.0	4136.0	4018.0	22.0	2.0	0	0	3.0	1.0	2.0	1.0	4.0	19.0	13.0	1.0	6.0	4.0	34.0	20.0	17.0	13.0	38.0	26.0	122.0	300.0	197.0	364.0	31.0	22.0	52.0	75.0	463.0	544.0	801.0	1612.0	356.0	296.0	1662.0	334.0	2.0	5.0	2.0	5.0	1.0	1.0	1.0	2.0	9.0	12.0	19.0	31.0
Niallia	1838.0	1581.0	353.0	661.0	155.0	217.0	213.0	116.0	116.0	152.0	444.0	110.0	816.0	1364.0	1902.0	4672.0	1408.0	2507.0	3491.0	3900.0	22.0	1.0	0	0	2.0	0	2.0	1.0	5.0	11.0	14.0	2.0	7.0	0	20.0	15.0	24.0	1.0	18.0	13.0	73.0	162.0	126.0	284.0	32.0	21.0	48.0	72.0	285.0	405.0	342.0	466.0	155.0	37.0	639.0	127.0	0	2.0	5.0	3.0	0	0	2.0	1.0	8.0	7.0	10.0	14.0
Peribacillus	1594.0	345.0	140.0	157.0	328.0	256.0	393.0	159.0	140.0	228.0	529.0	177.0	891.0	1744.0	1665.0	2530.0	1083.0	1438.0	2682.0	2139.0	32.0	1.0	0	0	5.0	0	3.0	1.0	4.0	17.0	20.0	1.0	3.0	0	11.0	9.0	14.0	8.0	17.0	4.0	56.0	178.0	132.0	243.0	33.0	17.0	59.0	67.0	383.0	423.0	507.0	1007.0	222.0	130.0	819.0	171.0	1.0	2.0	2.0	8.0	0	2.0	4.0	1.0	3.0	11.0	11.0	14.0
Psychrobacillus	1338.0	336.0	119.0	160.0	304.0	184.0	176.0	85.0	107.0	150.0	283.0	117.0	703.0	1336.0	1715.0	3458.0	1268.0	1508.0	3807.0	2775.0	21.0	1.0	0	0	0	0	1.0	3.0	0	5.0	3.0	1.0	2.0	0	15.0	8.0	12.0	0	15.0	6.0	29.0	77.0	123.0	410.0	20.0	6.0	37.0	36.0	306.0	225.0	296.0	360.0	105.0	15.0	860.0	91.0	1.0	1.0	2.0	6.0	0	0	2.0	0	1.0	0	5.0	6.0
Oceanobacillus	1189.0	197.0	129.0	102.0	234.0	195.0	293.0	149.0	102.0	197.0	528.0	160.0	665.0	1368.0	1334.0	1823.0	888.0	1039.0	1947.0	1522.0	15.0	0	0	0	0	0	4.0	2.0	2.0	9.0	14.0	2.0	5.0	4.0	19.0	2.0	13.0	6.0	12.0	7.0	47.0	93.0	155.0	296.0	26.0	18.0	82.0	54.0	344.0	308.0	222.0	359.0	116.0	25.0	262.0	124.0	4.0	3.0	5.0	3.0	0	0	6.0	0	6.0	9.0	4.0	9.0
Cytobacillus	1130.0	232.0	149.0	90.0	238.0	522.0	236.0	103.0	118.0	188.0	529.0	110.0	532.0	1112.0	1097.0	2045.0	876.0	1091.0	2076.0	1653.0	26.0	1.0	0	0	1.0	0	0	1.0	2.0	13.0	14.0	2.0	1.0	0	9.0	5.0	16.0	5.0	10.0	4.0	78.0	182.0	110.0	230.0	25.0	19.0	46.0	52.0	284.0	410.0	407.0	773.0	226.0	162.0	823.0	178.0	5.0	1.0	3.0	3.0	0	3.0	2.0	2.0	2.0	8.0	9.0	19.0
Metabacillus	1079.0	157.0	90.0	76.0	204.0	199.0	268.0	181.0	100.0	165.0	416.0	99.0	568.0	1074.0	1129.0	1720.0	703.0	1002.0	1888.0	1487.0	17.0	0	0	0	5.0	1.0	5.0	1.0	0	10.0	15.0	1.0	4.0	4.0	12.0	6.0	8.0	3.0	9.0	11.0	58.0	87.0	125.0	230.0	27.0	23.0	52.0	52.0	295.0	391.0	344.0	739.0	150.0	54.0	415.0	158.0	1.0	2.0	3.0	4.0	1.0	0	5.0	0	6.0	13.0	13.0	14.0
Heyndrickxia	1022.0	218.0	79.0	99.0	221.0	281.0	201.0	190.0	87.0	199.0	320.0	140.0	553.0	1052.0	1159.0	2018.0	834.0	1006.0	1714.0	1577.0	17.0	0	0	0	2.0	0	0	0	2.0	10.0	10.0	0	0	1.0	14.0	5.0	11.0	6.0	12.0	7.0	96.0	359.0	113.0	185.0	30.0	24.0	45.0	39.0	804.0	1238.0	3723.0	9554.0	1540.0	1553.0	7255.0	1196.0	12.0	4.0	22.0	19.0	5.0	0	8.0	2.0	5.0	16.0	48.0	101.0
Halobacillus	1018.0	86.0	94.0	42.0	142.0	123.0	227.0	55.0	69.0	72.0	267.0	54.0	593.0	1395.0	998.0	1103.0	520.0	522.0	1248.0	994.0	20.0	0	0	0	1.0	0	0	0	4.0	10.0	7.0	1.0	1.0	0	16.0	5.0	12.0	3.0	12.0	4.0	32.0	35.0	101.0	160.0	10.0	18.0	32.0	44.0	207.0	199.0	157.0	229.0	61.0	43.0	227.0	51.0	3.0	0	1.0	3.0	0	0	2.0	0	2.0	8.0	3.0	7.0
Geobacillus	969.0	288.0	122.0	84.0	2444.0	10473.0	259.0	15890.0	131.0	344.0	441.0	255.0	618.0	1181.0	1106.0	1070.0	483.0	758.0	1074.0	999.0	10.0	0	0	0	0	2.0	0	62.0	0	13.0	9.0	0	0	0	7.0	7.0	7.0	0	7.0	8.0	13717.0	19845.0	4277.0	3225.0	72.0	274.0	127.0	106.0	18493.0	25706.0	84546.0	189345.0	39363.0	46100.0	215047.0	34659.0	181.0	155.0	53.0	64.0	2.0	5.0	8.0	3.0	99.0	324.0	1097.0	2956.0
Mesobacillus	760.0	94.0	68.0	42.0	135.0	130.0	273.0	78.0	56.0	102.0	296.0	89.0	447.0	970.0	839.0	1005.0	472.0	557.0	1136.0	814.0	10.0	1.0	0	0	1.0	0	2.0	0	0	6.0	9.0	0	1.0	0	9.0	7.0	6.0	4.0	11.0	3.0	33.0	63.0	88.0	113.0	19.0	12.0	33.0	44.0	199.0	250.0	204.0	390.0	100.0	44.0	266.0	90.0	0	1.0	0	1.0	0	1.0	5.0	0	2.0	9.0	8.0	9.0
Sutcliffiella	635.0	105.0	53.0	40.0	102.0	103.0	173.0	102.0	42.0	76.0	160.0	65.0	326.0	562.0	600.0	1009.0	420.0	505.0	1039.0	766.0	11.0	1.0	0	0	1.0	0	0	0	1.0	7.0	2.0	0	1.0	0	10.0	5.0	6.0	5.0	8.0	1.0	27.0	77.0	62.0	80.0	13.0	10.0	25.0	23.0	131.0	140.0	169.0	412.0	84.0	55.0	261.0	63.0	0	1.0	3.0	0	0	0	0	0	3.0	8.0	2.0	7.0
